iter	Passed	Remaining
143	350	2086
144	352	2081
145	355	2079
146	357	2072
147	358	2064
148	360	2057
149	361	2047
150	362	2037
151	363	2029
152	365	2020
153	366	2012
154	368	2011
155	370	2006
156	372	1998
157	373	1991
158	375	1984
159	376	1976
160	377	1965
161	378	1956
162	379	1947
163	380	1939
164	384	1944
165	385	1938
166	387	1932
167	389	1929
168	390	1922
169	392	1914
170	393	1908
171	395	1902
172	397	1900
173	401	1907
174	403	1902
175	405	1897
176	407	1893
177	409	1892
178	416	1908
179	418	1906
180	421	1905
181	423	1901
182	424	1897
183	431	1915
184	433	1909
185	435	1906
186	437	1900
187	438	1893
188	447	1920
189	451	1925
190	453	1919
191	454	1913
192	456	1907
193	459	1908
194	461	1905
195	463	1900
196	464	1895
197	466	1889
198	469	1889
199	473	1892
200	475	1890
201	477	1887
202	479	1883
203	481	1877
204	483	1873
205	484	1868
206	488	1872
207	492	1873
208	495	1875
209	497	1872
210	500	1872
211	506	1881
212	512	1893
213	514	1890
214	524	1916
215	527	1913
216	529	1911
217	533	1913
218	535	1910
219	537	1904
220	538	1898
221	540	1893
222	542	1888
223	543	1882
224	544	1875
225	550	1884
226	552	1882
227	554	1878
228	556	1872
229	557	1866
230	559	1861
231	561	1858
232	564	1857
233	566	1853
234	568	1850
235	569	1844
236	571	1839
237	572	1833
238	574	1829
239	577	1828
240	579	1823
241	581	1820
242	583	1816
243	584	1811
244	585	1805
245	587	1799
246	588	1794
247	592	1796
248	595	1795
249	596	1789
250	597	1783
251	598	1777
252	599	1771
253	601	1765
254	602	1760
255	603	1754
256	607	1755
257	610	1755
258	611	1749
259	612	1743
260	613	1737
261	614	1731
262	615	1725
263	616	1720
264	617	1714
265	619	1708
266	621	1705
267	623	1702
268	624	1696
269	626	1692
270	627	1687
271	628	1682
272	629	1677
273	631	1672
274	632	1667
275	634	1663
276	636	1661
277	638	1659
278	641	1656
279	644	1658
280	646	1653
281	647	1648
282	650	1649
283	653	1648
284	655	1644
285	656	1639
286	658	1634
287	659	1630
288	660	1624
289	663	1623
290	667	1626
291	669	1622
292	670	1617
293	671	1613
294	673	1608
295	674	1603
296	676	1600
297	678	1597
298	681	1598
299	683	1595
300	684	1589
301	685	1584
302	686	1579
303	687	1574
304	688	1568
305	689	1563
306	690	1558
307	691	1553
308	692	1547
309	693	1543
310	695	1540
311	696	1535
312	697	1531
313	699	1527
314	700	1523
315	701	1518
316	703	1514
317	704	1510
318	705	1505
319	706	1501
320	707	1496
321	708	1492
322	710	1489
323	712	1486
324	713	1482
325	715	1478
326	716	1473
327	717	1469
328	718	1465
329	719	1461
330	721	1457
331	723	1454
332	725	1453
333	727	1451
334	730	1449
335	731	1446
336	732	1442
337	733	1437
338	734	1433
339	736	1429
340	737	1424
341	738	1420
342	741	1419
343	742	1416
344	744	1412
345	745	1408
346	745	1403
347	746	1399
348	747	1394
349	748	1390
350	749	1386
351	751	1382
352	752	1378
353	754	1376
354	756	1374
355	757	1371
356	759	1367
357	760	1364
358	761	1360
359	762	1356
360	763	1352
361	764	1347
362	765	1343
363	766	1339
364	767	1335
365	769	1333
366	771	1330
367	772	1327
368	774	1324
369	775	1319
370	776	1315
371	777	1311
372	778	1307
373	778	1303
374	779	1299
375	780	1295
376	781	1291
377	782	1287
378	784	1285
379	786	1283
380	788	1280
381	789	1277
382	790	1274
383	796	1277
384	799	1277
385	802	1276
386	803	1272
387	805	1269
388	806	1266
389	807	1262
390	807	1258
391	809	1254
392	810	1251
393	811	1248
394	813	1245
395	814	1242
396	816	1240
397	817	1237
398	819	1233
399	820	1230
400	820	1226
401	822	1223
402	823	1220
403	824	1216
404	825	1212
405	828	1211
406	830	1209
407	831	1207
408	834	1206
409	836	1203
410	838	1201
411	840	1198
412	842	1197
413	845	1196
414	847	1194
415	849	1192
416	851	1190
417	853	1188
418	854	1185
419	858	1184
420	860	1182
421	863	1182
422	865	1180
423	867	1178
424	870	1177
425	872	1175
426	874	1174
427	877	1172
428	878	1169
429	879	1166
430	880	1163
431	882	1159
432	882	1156
433	883	1152
434	885	1149
435	887	1148
436	889	1146
437	891	1143
438	892	1140
439	893	1136
440	894	1133
441	895	1130
442	896	1126
443	896	1123
444	897	1119
445	898	1116
446	900	1113
447	903	1113
448	905	1111
449	906	1108
450	907	1105
451	908	1101
452	909	1098
453	910	1095
454	911	1091
455	912	1088
456	913	1085
457	915	1083
458	917	1081
459	919	1079
460	921	1077
461	922	1074
462	923	1071
463	924	1067
464	925	1064
465	926	1061
466	927	1058
467	927	1054
468	929	1051
469	930	1049
470	932	1047
471	934	1044
472	935	1041
473	936	1038
474	937	1035
475	937	1032
476	939	1029
477	940	1026
478	941	1023
479	942	1020
480	944	1018
481	946	1016
482	947	1014
483	948	1011
484	949	1008
485	950	1005
486	951	1002
487	952	999
488	953	996
489	954	993
490	955	990
491	956	987
492	957	984
493	962	986
494	964	983
495	965	981
496	967	978
497	968	976
498	970	974
499	971	971
500	972	968
501	973	966
502	977	966
503	982	966
504	983	963
505	985	961
506	986	959
507	987	956
508	990	955
509	992	953
510	993	951
511	995	948
512	996	945
513	997	942
514	999	940
515	1000	938
516	1001	935
517	1003	933
518	1004	931
519	1006	929
520	1009	928
521	1011	926
522	1012	923
523	1014	921
524	1016	919
525	1019	918
526	1021	916
527	1023	915
528	1028	915
529	1036	919
530	1038	917
531	1041	916
532	1043	913
533	1044	911
534	1045	908
535	1047	906
536	1049	905
537	1051	903
538	1053	901
539	1055	898
540	1056	896
541	1057	893
542	1058	890
543	1059	888
544	1060	885
545	1061	883
546	1064	881
547	1066	879
548	1068	877
549	1070	875
550	1071	873
551	1073	870
552	1074	868
553	1075	866
554	1078	864
555	1080	863
556	1083	861
557	1084	859
558	1086	857
559	1087	854
560	1088	852
561	1090	849
562	1092	847
563	1094	845
564	1095	843
565	1097	841
566	1098	838
567	1100	836
568	1101	834
569	1103	832
570	1106	831
571	1117	836
572	1119	834
573	1121	832
574	1124	831
575	1126	829
576	1127	826
577	1129	824
578	1130	822
579	1131	819
580	1132	817
581	1134	814
582	1135	812
583	1136	809
584	1138	807
585	1139	804
586	1139	802
587	1140	799
588	1141	796
589	1142	794
590	1143	791
591	1144	788
592	1145	786
593	1146	783
594	1148	781
595	1149	779
596	1152	777
597	1154	775
598	1156	774
599	1157	771
600	1159	769
601	1162	768
602	1164	766
603	1168	765
604	1171	765
605	1173	762
606	1175	760
607	1176	758
608	1177	755
609	1178	753
610	1180	751
611	1181	749
612	1182	746
613	1183	744
614	1186	742
615	1187	740
616	1189	738
617	1191	736
618	1193	734
619	1194	732
620	1197	730
621	1198	728
622	1200	726
623	1202	724
624	1203	722
625	1204	719
626	1205	717
627	1206	714
628	1207	712
629	1208	709
630	1210	707
631	1213	706
632	1214	704
633	1215	701
634	1216	699
635	1217	696
636	1218	694
637	1219	691
638	1220	689
639	1221	687
640	1222	684
641	1223	682
642	1224	679
643	1226	677
644	1227	675
645	1228	673
646	1230	671
647	1231	668
648	1232	666
649	1233	664
650	1234	661
651	1235	659
652	1236	657
653	1237	654
654	1238	652
655	1239	649
656	1240	647
657	1242	645
658	1243	643
659	1244	641
660	1245	638
661	1246	636
662	1247	634
663	1248	631
664	1249	629
665	1250	627
666	1251	624
667	1252	622
668	1252	619
669	1253	617
670	1255	615
671	1257	613
672	1259	611
673	1260	609
674	1261	607
675	1262	605
676	1263	602
677	1264	600
678	1265	598
679	1266	595
680	1267	593
681	1268	591
682	1271	590
683	1273	588
684	1275	586
685	1277	584
686	1278	582
687	1279	580
688	1280	578
689	1281	575
690	1283	573
691	1284	571
692	1286	570
693	1287	567
694	1289	565
695	1290	563
696	1291	561
697	1292	559
698	1293	557
699	1294	554
700	1295	552
701	1296	550
702	1298	548
703	1299	546
704	1302	544
705	1304	543
706	1306	541
707	1307	539
708	1309	537
709	1310	535
710	1311	533
711	1313	531
712	1315	529
713	1317	527
714	1319	525
715	1320	523
716	1322	521
717	1323	519
718	1325	517
719	1326	515
720	1328	514
721	1331	512
722	1333	510
723	1334	508
724	1335	506
725	1336	504
726	1337	502
727	1338	500
728	1339	498
729	1340	495
730	1341	493
731	1344	492
732	1346	490
733	1348	488
734	1349	486
735	1350	484
736	1351	482
737	1352	480
738	1354	478
739	1355	476
740	1356	474
741	1359	472
742	1361	471
743	1363	469
744	1365	467
745	1366	465
746	1366	462
747	1367	460
748	1368	458
749	1369	456
750	1370	454
751	1372	452
752	1373	450
753	1375	448
754	1376	446
755	1377	444
756	1378	442
757	1378	440
758	1379	438
759	1381	436
760	1382	434
761	1383	432
762	1384	430
763	1385	428
764	1387	426
765	1390	424
766	1392	422
767	1393	420
768	1394	418
769	1395	416
770	1397	414
771	1398	412
772	1399	410
773	1400	408
774	1401	406
775	1403	405
776	1404	403
777	1405	401
778	1406	399
779	1407	397
780	1408	395
781	1409	392
782	1410	391
783	1411	388
784	1412	386
785	1413	384
786	1414	382
787	1415	380
788	1416	378
789	1418	377
790	1419	375
791	1420	373
792	1421	371
793	1422	369
794	1423	367
795	1424	365
796	1426	363
797	1427	361
798	1429	359
799	1430	357
800	1432	355
801	1433	354
802	1435	352
803	1436	350
804	1437	348
805	1439	346
806	1440	344
807	1441	342
808	1442	340
809	1443	338
810	1444	336
811	1447	335
812	1448	333
813	1450	331
814	1451	329
815	1452	327
816	1453	325
817	1453	323
818	1454	321
819	1455	319
820	1456	317
821	1457	315
822	1458	313
823	1459	311
824	1461	309
825	1462	308
826	1464	306
827	1465	304
828	1465	302
829	1466	300
830	1467	298
831	1468	296
832	1469	294
833	1470	292
834	1471	290
835	1472	288
836	1472	286
837	1473	284
838	1475	283
839	1477	281
840	1478	279
841	1479	277
842	1480	275
843	1481	273
844	1482	271
845	1483	270
846	1484	268
847	1485	266
848	1486	264
849	1486	262
850	1487	260
851	1488	258
852	1489	256
853	1492	255
854	1493	253
855	1494	251
856	1495	249
857	1496	247
858	1497	245
859	1498	243
860	1499	242
861	1499	240
862	1500	238
863	1501	236
864	1502	234
865	1503	232
866	1504	230
867	1505	228
868	1508	227
869	1509	225
870	1510	223
871	1510	221
872	1511	219
873	1512	218
874	1513	216
875	1515	214
876	1516	212
877	1517	210
878	1518	209
879	1520	207
880	1522	205
881	1524	203
882	1525	202
883	1526	200
884	1527	198
885	1528	196
886	1530	194
887	1531	193
888	1532	191
889	1533	189
890	1534	187
891	1536	186
892	1538	184
893	1539	182
894	1540	180
895	1541	178
896	1542	177
897	1543	175
898	1544	173
899	1545	171
900	1546	169
901	1546	168
902	1547	166
903	1548	164
904	1549	162
905	1552	161
906	1553	159
907	1555	157
908	1556	155
909	1557	154
910	1558	152
911	1559	150
912	1560	148
913	1560	146
914	1561	145
915	1562	143
916	1563	141
917	1565	139
918	1569	138
919	1571	136
920	1573	134
921	1574	133
922	1575	131
923	1576	129
924	1576	127
925	1577	126
926	1578	124
927	1580	122
928	1582	120
929	1583	119
930	1584	117
931	1585	115
932	1586	113
933	1587	112
934	1588	110
935	1589	108
936	1590	106
937	1591	105
938	1591	103
939	1592	101
940	1593	99
941	1594	98
942	1596	96
943	1597	94
944	1599	93
945	1599	91
946	1600	89
947	1601	87
948	1602	86
949	1603	84
950	1604	82
951	1605	80
952	1606	79
953	1607	77
954	1607	75
955	1608	74
956	1610	72
957	1612	70
958	1613	68
959	1614	67
960	1615	65
961	1616	63
962	1617	62
963	1618	60
964	1618	58
965	1619	57
966	1620	55
967	1621	53
968	1622	51
969	1623	50
970	1624	48
971	1626	46
972	1628	45
973	1629	43
974	1630	41
975	1631	40
976	1632	38
977	1632	36
978	1633	35
979	1634	33
980	1635	31
981	1637	30
982	1638	28
983	1639	26
984	1641	24
985	1642	23
986	1643	21
987	1644	19
988	1645	18
989	1646	16
990	1647	14
991	1648	13
992	1649	11
993	1650	9
994	1651	8
995	1652	6
996	1653	4
997	1655	3
998	1656	1
999	1658	0
